longDescription,shortDescription,parentPartNumber,name,partNumber,manufacturer,type,thumbnail,productURL,imageURL,buyable,Width_metric,Width_us,Weight_us,Weight_metric,Height_us,Height_metric,Length_metric,Length_us,Capacity_metric,Capacity_us,Jaw Opening_us,Jaw Opening_metric,Clam Angle_C62,Base Edge Thickness_us,Base Edge Thickness_metric,Interface Type_C62,Cutting Edge Thickness_metric,Cutting Edge Thickness_us,Overall Height_metric,Overall Height_us,Required Hydraulics_C62,Overall Width_us,Overall Width_metric,Overall Length_metric,Overall Length_us,Mounting Hole Pattern Size_C62,Machine Class_C62,Number of Teeth_C62,Angled Width_us,Angled Width_metric,Blade Height_metric,Blade Height_us,Trip Edge Height_metric,Trip Edge Height_us,Trip Edge Quantity_C62,Tip Radius_metric,Tip Radius_us,Rated Capacity (L)_metric,Rated Capacity (ft3)_us,Width (in)_us,Width (mm)_metric,Machine Interface_C62,Type_C62,Compatible Bit Extension_C62,Tine Length_us,Tine Length_metric,Tine Width_us,Tine Width_metric,Tine Height_metric,Tine Height_us,Tine Thickness_metric,Tine Thickness_us,Tine Weight_metric,Tine Weight_us,Operating Weight_metric,Group Weight_metric,Group Weight_us,Operating Weight_us,Usable Tine Length_metric,Usable Tine Length_us,Overall Depth_us,Overall Depth_metric,Tine Spacing_metric,Tine Spacing_us,Stabilizer Tine Length_metric,Stabilizer Tine Length_us,Bolt-On Cutting Edge Thickness_metric,Bolt-On Cutting Edge Thickness_us,Load Capacity_us,Load Capacity_metric,Tine Configuration_C62,Tine Spacing - Maximum Width_metric,Tine Spacing - Maximum Width_us,Carriage Height - Closed Clamp_us,Carriage Height - Closed Clamp_metric,Carriage Height - Open Clamp_us,Carriage Height - Open Clamp_metric,Combined Weight_metric,Combined Weight_us,Optimal Hydraulic Flow_C62,Optimal Hydraulic Pressure_C62,Operating Pressure_us,Operating Pressure_metric,Height - Grapples Closed_us,Height - Grapples Closed_metric,Tine Diameter_metric,Tine Diameter_us,Number of Tines_C62,Sidewall Thickness_metric,Sidewall Thickness_us,Maximum Opening Width_us,Maximum Opening Width_metric,Working Pressure_metric,Working Pressure_us,"Internal Width, Arms Closed_metric","Internal Width, Arms Closed_us",Grapple Area_us,Grapple Area_metric,Grapple Height_metric,Grapple Height_us,Grapple Weight_us,Grapple Weight_metric,Width - Fully Angled_us,Width - Fully Angled_metric,Maximum Blade Angle - Right/Left of Center_C62,Rated Capacity (yd3)_us,Rated Capacity (m3)_metric,Ground Engaging Tools_C62,Working Width (Wings Closed) (mm)_metric,Working Width (Wings Closed) (in)_us,Working Width (Wings Open) (in)_us,Working Width (Wings Open) (mm)_metric,Working Width_us,Working Width_metric,Moldboard Height_metric,Moldboard Height_us,Overall Height (in)_us,Interface_C62,Length (in)_us,Trip Edge height (in)_us,Weight (kg)_metric,Overall Height (mm)_metric,Trip Edge height (mm)_metric,Weight (lb)_us,Trip Edge_C62,Length (mm)_metric,Tilt Angle Range +/-_C62,Maximum Load Rating_us,Maximum Load Rating_metric,Maximum Horizontal Reach_us,Maximum Horizontal Reach_metric,Retracted Length_metric,Retracted Length_us,Coupler Type_C62,Pins Included_C62,Shank Length_us,Shank Length_metric,Drive Method_C62,Hydraulic Flow_C62,Hydraulic Pressure - Actuator_metric,Hydraulic Pressure - Actuator_us,Hydraulic Pressure - Coupler_us,Drive Shaft Torque at Maximum Pressure_metric,Drive Shaft Torque at Maximum Pressure_us,Mounting Bracket Design_C62,Overall Width - With Bracket_metric,Overall Width - With Bracket_us,Overall Length - With Bracket_metric,Overall Length - With Bracket_us,Housing Diameter_metric,Housing Diameter_us,Swing Range (fore/aft)_C62,Swing Range (L/R)_C62,Motor Displacement_us,Motor Displacement_metric,Bit Speed at Maximum Flow_C62,Hex Output Shaft Size_us,Hex Output Shaft Size_metric,Swing Range_C62,Torque (N·m)_metric,Torque (lb.ft)_us,Operating Weight - With Tool_metric,Operating Weight - With Tool_us,Energy Class_us,Energy Class_metric,Tool Shaft Diameter_us,Tool Shaft Diameter_metric,Impact Frequency_C62,Minimum Operating Pressure_us,Minimum Operating Pressure_metric,Minimum Carrier Weight_us,Minimum Carrier Weight_metric,Height - Without Tool_us,Height - Without Tool_metric,Machine Type_C62,Hammer Compatibility_C62,Tool Shaft Diameter (in)_us,Tool Shaft Diameter (mm)_metric,Sound Suppression_C62,Model/Style_C62,Energy Class (ft.lbf)_us,Energy Class (J)_metric,Sweeping Width_us,Sweeping Width_metric,Brush Diameter_us,Brush Diameter_metric,Brush Speed at Maximum Flow_C62,Sweeping Width - Angled (± 30 Degrees)_us,Sweeping Width - Angled (± 30 Degrees)_metric,Overall Width - Angled (± 30 Degrees)_us,Overall Width - Angled (± 30 Degrees)_metric,Optional Hood Extension_metric,Optional Hood Extension_us,Water Tank Capacity_metric,Water Tank Capacity_us,Sweeping Width (mm)_metric,Sweeping Width (in)_us,Max Open Width (mm)_metric,Max Open Width (in)_us,Requires Full Work Tool Control with Both Joysticks_C62,Raise_metric,Raise_us,Lower_us,Lower_metric,Required Hydraulic Flow_C62,Hopper Capacity_metric,Hopper Capacity_us,Gutter Brush Weight_metric,Gutter Brush Weight_us,Cutting Width_us,Cutting Width_metric,Maximum Cutting Diameter_us,Maximum Cutting Diameter_metric,Tip Speed (Depends On Flow)_C62,Compaction Width (in)_us,Compaction Width (mm)_metric,Drum Width_metric,Drum Width_us,Drum Diameter_us,Drum Diameter_metric,Drum Frequency at Maximum Flow_C62,Drum Oscillation Tilt Range_C62,Dynamic Force_us,Dynamic Force_metric,Amplitude_metric,Amplitude_us,Motor Size_us,Motor Size_metric,Compaction Force_C62,Maximum Cutting Depth_metric,Maximum Cutting Depth_us,Task_C62,Max. Blows per Minute_C62,Energy Class_C62,Hose Length (mm)_metric,Hose Length (in)_us,"Hose Size, ID Min. (mm)_metric","Hose Size, ID Min. (in)_us",Motor_C62,Drum Speed_C62,Fixed Teeth per Drum_C62,Working Width (mm)_metric,Working Width (in)_us,Bucket Capacity - Struck_us,Bucket Capacity - Struck_metric,Raking Width_us,Raking Width_metric,Driven Shaft Speed_C62,Number of Hard Face Tines_C62,Rock Size Range_C62,Drive Chain_C62,Conveyor Chain_C62,Working Depth_C62,Auger Speed Range_C62,Auger Diameter_us,Auger Diameter_metric,Number of Auger Paddles_C62,Optional Drum Widths/Depths_C62,Side Shift Travel_metric,Side Shift Travel_us,Conical Bits_C62,Standard Bit Type_C62,Maximum Cut Depth_C62,Roller Width_metric,Roller Width_us,Maximum Angle - Right or Left_C62,Raking Width at Maximum Angle_us,Raking Width at Maximum Angle_metric,Maximum Operating Pressure_metric,Maximum Operating Pressure_us,Max Clamp Opening (in)_us,Max Clamp Opening (mm)_metric,Width Over Tines (in)_us,Width Over Tines (mm)_metric,Cutting Wheel Diameter - With Teeth_us,Cutting Wheel Diameter - With Teeth_metric,Cutting Depth - Below Ground_metric,Cutting Depth - Below Ground_us,Cutting Head Extension_us,Cutting Head Extension_metric,Cutting Head Speed at Maximum Flow_C62,Cutting Head Swing Range_C62,Cutting Height - Above Ground_us,Cutting Height - Above Ground_metric,Cutting Wheel Width  - With Teeth_metric,Cutting Wheel Width  - With Teeth_us,Cutting Width - Full Swing Range_us,Cutting Width - Full Swing Range_metric,Number of Carbide Teeth per Cutting Wheel_C62,Angled Width (in)_us,Angled Width (mm)_metric,Cutting Edge Type_C62,Overall Width (ft)_us,Overall Width (m)_metric,Intake Width_metric,Intake Width_us,Cutting Height_us,Cutting Height_metric,Maximum Throw_us,Maximum Throw_metric,Impeller Fan Diameter_metric,Impeller Fan Diameter_us,Impeller Fan Width_us,Impeller Fan Width_metric,Chute Rotation_C62,Adapted Coupler Type_C62,Wheel Width_metric,Wheel Width_us,Wheel Torque at Maximum Pressure_metric,Wheel Torque at Maximum Pressure_us,Wheel Speed at Maximum Flow_C62,Bit Speed at Maximum Flow_metric,Bit Speed at Maximum Flow_us,Conical Bits - Per Wheel_C62,Optional Bit Type_C62,Trench Cleaning Device_C62,Standard Boom Length_metric,Standard Boom Length_us,Chain Type_C62,Drive Shaft Speed at Maximum Flow_C62,Maximum Auger Clearance_metric,Maximum Auger Clearance_us,Spoil Auger Diameter_metric,Spoil Auger Diameter_us,Optional Cutting Widths_C62,Interface Machine Side_C62,Interface Attachment Side_C62,Tine Spacing (in)_us,Tine spacing (mm)_metric,Rotation (deg)_C62,Base Plate Width (mm)_metric,Base Plate Width (in)_us,Compaction Area (m2)_metric,Compaction Area (ft2)_us
Cat® Thumb Tines for Backhoe Loaders are designed to resist bending and abrasion. Each Thumb Tine will work with a range of bucket widths. Consult your dealer to select the right tine/thumb combination for the types of buckets being used to ensure proper thumb operation.,Thumb Tines are required for proper thumb operation.,THUMB-TINES,2 Tooth - C1 Thumb Tine Type ,274-5832,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/274-5832,https://caterpillar.scene7.com/is/image/Caterpillar/CM20190409-32036-55818,False,363 mm,14.3 in,73.7 lb,33.42 kg,,,,,,,,,,,,,,,195 mm,7.7 in,,,,636 mm,25 in,,,,,,,,,,,,,,,,,,,,,,,,,,25 mm,1 in,,,,,,,,,,,313 mm,12.3 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cat® General Purpose Performance Series Buckets provide good all-around performance for stockpiling, re-handling, excavating and bank loading. As the name suggests, these buckets work well in loading from stockpiles as well as bank loading. Performance Series Buckets utilize a system-based approach to balance bucket shape against the machine's linkage, weight, lift and tilt capacities. The result is a bucket optimized for performance and productivity, and intended for use in production applications. The benefits of this design bring higher fill factors and material retention.","General Purpose Performance Series buckets provides higher fill factors and material retention in load and carry applications, as well as grading, leveling and dumping in a wide variety of applications and materials.",GENERAL-PURPOSE-BUCKETS-PERFORMANCE-SERIES-CWL,"2.0 m3 (2.6 yd3), Fusion™ Coupler, Bolt-On Cutting Edge ",546-4014,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/546-4014,https://caterpillar.scene7.com/is/image/Caterpillar/CM20190214-46969-61888,False,2401 mm,94.5 in,1618.2 lb,734 kg,51.3 in,1304 mm,1186 mm,46.7 in,2 m³,2.6 yd³,,,,0.7 in,19 mm,Fusion™ Coupler,19 mm,0.7 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Cat® Grading Bucket has a long, flat floor giving the operator complete visibility of the cutting edge. The shape of the bucket provides flexibility to scoop material, level or backfill.","Long, flat-floor bucket can scoop material, level or backfill.",GRADING-BUCKETS-SWL,"2.0 m3 (2.6 yd3), ISO Coupler ",513-0115,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/513-0115,https://caterpillar.scene7.com/is/image/Caterpillar/CM20180723-51543-07174,False,2900 mm,114.2 in,2330.3 lb,1057 kg,38.3 in,972 mm,1640 mm,64.6 in,2 m³,2.6 yd³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cat® General Purpose Performance Series Buckets provide good all-around performance for stockpiling, re-handling, excavating and bank loading. As the name suggests, these buckets work well in loading from stockpiles as well as bank loading. Performance Series Buckets utilize a system-based approach to balance bucket shape against the machine's linkage, weight, lift and tilt capacities. The result is a bucket optimized for performance and productivity, and intended for use in production applications. The benefits of this design bring higher fill factors and material retention.","General Purpose Performance Series buckets provides higher fill factors and material retention in load and carry applications, as well as grading, leveling and dumping in a wide variety of applications and materials.",GENERAL-PURPOSE-BUCKETS-SWL,"2.0 m3 (2.6 yd3), IT Coupler ",132-2258,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/132-2258,https://caterpillar.scene7.com/is/image/Caterpillar/CM20180425-49498-56614,False,2532 mm,99.7 in,1525.6 lb,692 kg,43.6 in,1107 mm,1172 mm,46.1 in,2 m³,2.6 yd³,,,,1 in,25 mm,IT Coupler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cat® Snow Plows are designed for snow removal applications in parking lots, driveways, airport runways and storage lots. The design of the plow scrapes the surface and can angle to windrow material to one side. The trip edge system protects your machine and tool from unseen obstacles by retracting when objects such as a manhole cover or large rocks are hit.",Robust design for moving snow with maximum efficiency and power.,SNOW-PLOWS,2.1 m (7 ft) ,481-3667,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/481-3667,https://caterpillar.scene7.com/is/image/Caterpillar/CM20151001-47247-25599,False,2134 mm,84 in,1051.6 lb,477 kg,,,1247 mm,49.1 in,,,,,,,,Skid Steer Coupler,,,800 mm,31.5 in,,,,,,,,,68.8 in,1748 mm,797 mm,31.4 in,134 mm,5.3 in,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cat® High Dump Buckets for Compact Wheel Loaders feature greatly increased dump height over standard material handling buckets. Whether loading trucks, feeding compactors or just working in the pile, Cat High Dump Buckets offer the performance you need.",Increased dump height equals better performance in loading applications.,HIGH-DUMP-BUCKETS-CWL,"2.1 m3 ( 2.7 yd3), ISO Coupler, Bolt-On Cutting Edge ",579-5824,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/579-5824,https://caterpillar.scene7.com/is/image/Caterpillar/CM20201002-61a7b-a3f24,False,2366,93.1,3161.4,1434,58,1472,1622,63.9,2.1,2.7,,,,1,25,Horizontal Pin Lock Coupler (Wide),19,0.7,,,3rd Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cat® High Dump Buckets for Compact Wheel Loaders feature greatly increased dump height over standard material handling buckets. Whether loading trucks, feeding compactors or just working in the pile, Cat High Dump Buckets offer the performance you need.",Increased dump height equals better performance in loading applications.,HIGH-DUMP-BUCKETS-CWL,"2.1 m3 ( 2.7 yd3), IT Coupler, Bolt-On Cutting Edge ",583-3598,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/583-3598,https://caterpillar.scene7.com/is/image/Caterpillar/CM20201002-0ecf4-ced21,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1,2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.1,Bolt-On Cutting Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multi-Purpose Buckets for Cat® Small Wheel Loaders offer excellent versatility by enabling one work tool to do the job of many. This bucket is ideal for material handling, clamping, grading, leveling and grasping irregularly shaped objects.","Excellent versatility for re-handling, clamping, dozing, grading, leveling and dumping.",MULTI-PURPOSE-BUCKETS,"2.1 m3 (2.7 yd3) Pin On, Bolt-On Cutting Edge ",525-7237,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/525-7237,https://caterpillar.scene7.com/is/image/Caterpillar/CM20180221-45488-29248,False,2550 mm,100.4 in,3172.4 lb,1439 kg,50.2 in,1274 mm,1251 mm,49.3 in,2.1 m³,2.7 yd³,44.6 mm,1134 in,71 degrees,1 mm,25 in,Pin On,25 mm,1 in,,,3rd Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cat® General Purpose Performance Series Buckets provide good all-around performance for stockpiling, re-handling, excavating and bank loading. As the name suggests, these buckets work well in loading from stockpiles as well as bank loading. Performance Series Buckets utilize a system-based approach to balance bucket shape against the machine's linkage, weight, lift and tilt capacities. The result is a bucket optimized for performance and productivity, and intended for use in production applications. The benefits of this design bring higher fill factors and material retention.","General Purpose Performance Series buckets provides higher fill factors and material retention in load and carry applications, as well as grading, leveling and dumping in a wide variety of applications and materials.",GENERAL-PURPOSE-BUCKETS-SWL,"2.1 m3 (2.7 yd3), Fusion™ Coupler ",360-3320,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/360-3320,https://caterpillar.scene7.com/is/image/Caterpillar/CM20160614-47987-46877,False,2540 mm,100 in,1818.8 lb,825 kg,50.7 in,1289 mm,1181 mm,46.5 in,2.1 m³,2.7 yd³,,,,1 in,25 mm,Fusion™ Coupler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cat® General Purpose Performance Series Buckets provide good all-around performance for stockpiling, re-handling, excavating and bank loading. As the name suggests, these buckets work well in loading from stockpiles as well as bank loading. Performance Series Buckets utilize a system-based approach to balance bucket shape against the machine's linkage, weight, lift and tilt capacities. The result is a bucket optimized for performance and productivity, and intended for use in production applications. The benefits of this design bring higher fill factors and material retention.","General Purpose Performance Series buckets provides higher fill factors and material retention in load and carry applications, as well as grading, leveling and dumping in a wide variety of applications and materials.",GENERAL-PURPOSE-BUCKETS-SWL,"2.1 m3 (2.7 yd3), Fusion™ Coupler, Bolt-On Cutting Edge ",360-3321,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/360-3321,https://caterpillar.scene7.com/is/image/Caterpillar/CM20160614-48259-49265,False,2549 mm,100.4 in,2101 lb,953 kg,51.7 in,1314 mm,1253 mm,49.3 in,2.1 m³,2.7 yd³,,,,1 in,25 mm,Fusion™ Coupler,25 mm,1 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multi-Purpose Buckets for Cat® Small Wheel Loaders offer excellent versatility by enabling one work tool to do the job of many. This bucket is ideal for material handling, clamping, grading, leveling and grasping irregularly shaped objects.","Excellent versatility for re-handling, clamping, dozing, grading, leveling and dumping.",MULTI-PURPOSE-BUCKETS,"2.1 m3 (2.7 yd3), Fusion™ Coupler, Bolt-On Cutting Edge ",362-0902,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/362-0902,https://caterpillar.scene7.com/is/image/Caterpillar/CM20170706-34624-10301,False,2550 mm,100.4 in,3123.9 lb,1417 kg,50.2 in,1274 mm,1213 mm,47.8 in,2.1 m³,2.7 yd³,44.6 mm,1134 in,71 degrees,1 mm,25 in,Fusion™ Coupler,25 mm,1 in,,,3rd Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cat® General Purpose Performance Series Buckets provide good all-around performance for stockpiling, re-handling, excavating and bank loading. As the name suggests, these buckets work well in loading from stockpiles as well as bank loading. Performance Series Buckets utilize a system-based approach to balance bucket shape against the machine's linkage, weight, lift and tilt capacities. The result is a bucket optimized for performance and productivity, and intended for use in production applications. The benefits of this design bring higher fill factors and material retention.","General Purpose Performance Series buckets provides higher fill factors and material retention in load and carry applications, as well as grading, leveling and dumping in a wide variety of applications and materials.",GENERAL-PURPOSE-BUCKETS-SWL,"2.1 m3 (2.7 yd3), ISO Coupler ",360-3256,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/360-3256,https://caterpillar.scene7.com/is/image/Caterpillar/CM20180425-56914-36793,False,2532 mm,99.7 in,1748.3 lb,793 kg,50.9 in,1294 mm,1195 mm,47 in,2.1 m³,2.7 yd³,,,,1 in,25 mm,ISO Coupler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cat® General Purpose Performance Series Buckets provide good all-around performance for stockpiling, re-handling, excavating and bank loading. As the name suggests, these buckets work well in loading from stockpiles as well as bank loading. Performance Series Buckets utilize a system-based approach to balance bucket shape against the machine's linkage, weight, lift and tilt capacities. The result is a bucket optimized for performance and productivity, and intended for use in production applications. The benefits of this design bring higher fill factors and material retention.","General Purpose Performance Series buckets provides higher fill factors and material retention in load and carry applications, as well as grading, leveling and dumping in a wide variety of applications and materials.",GENERAL-PURPOSE-BUCKETS-SWL,"2.1 m3 (2.7 yd3), IT Coupler ",279-2265,Cat,ItemBean,CM20170508-76204-57647,/en/catcorp/279-2265,https://caterpillar.scene7.com/is/image/Caterpillar/CM20180425-54857-39483,False,2462 mm,96.9 in,1492.5 lb,677 kg,56.1 in,1425 mm,1183 mm,46.6 in,2.1 m³,2.7 yd³,,,,1 in,25 mm,IT Coupler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
